generation,task_id,reward_basis,reward,passed,db_match,actions_matched,actions_total,writes_matched,writes_total,partial_action_reward,kb_search_calls,discoverable_ops,transfers,messages,cost_usd,duration_seconds
batch_03,task_003,DB,0,false,false,0,1,0,1,0,3,0,0,12,0,29.3899
batch_03,task_003,DB,0,false,false,0,1,0,1,0,4,0,0,14,0,27.9571
batch_03,task_004,ACTION,0,false,,0,1,0,0,0,1,0,1,20,0,39.1329
batch_03,task_004,ACTION,1,true,,1,1,0,0,1,1,0,1,18,0,43.5421
batch_03,task_004,ACTION,0,false,,0,1,0,0,0,1,0,1,16,0,40.301
batch_03,task_005,DB,1,true,true,3,3,2,2,1,1,0,1,30,0,65.1968
batch_03,task_005,DB,1,true,true,3,3,2,2,1,2,0,1,34,0,64.7
batch_03,task_005,DB,0,false,false,1,3,0,2,0.3333,2,0,2,28,0,62.1256
batch_03,task_006,DB,1,true,true,1,1,1,1,1,4,0,0,16,0,33.2492
batch_03,task_006,DB,1,true,true,1,1,1,1,1,8,0,0,24,0,37.4565
batch_03,task_006,DB,0,false,false,0,1,0,1,0,6,0,0,22,0,33.6081
batch_03,task_008,ACTION,1,true,,1,1,0,0,1,9,0,1,32,0,70.0806
batch_03,task_008,ACTION,1,true,,1,1,0,0,1,6,0,3,38,0,91.965
batch_03,task_008,ACTION,1,true,,1,1,0,0,1,5,0,1,22,0,57.9432
batch_03,task_010,DB,0,false,false,1,2,1,2,0.5,2,0,0,22,0,44.5009
batch_03,task_010,DB,0,false,false,1,2,1,2,0.5,5,0,0,26,0,44.3372
batch_03,task_010,DB,1,true,true,2,2,2,2,1,2,0,0,24,0,53.5507
batch_03,task_014,ACTION,0,false,,0,1,0,0,0,1,0,0,8,0,21.0693
batch_03,task_014,ACTION,0,false,,0,1,0,0,0,4,0,0,26,0,45.3476
batch_03,task_014,ACTION,1,true,,1,1,0,0,1,5,0,1,34,0,70.2396
batch_03,task_015,DB,0,false,false,0,2,0,1,0,3,0,1,18,0,39.2115
batch_03,task_015,DB,0,false,false,0,2,0,1,0,5,0,1,30,0,71.6594
batch_03,task_015,DB,0,false,false,0,2,0,1,0,5,1,1,38,0,87.535
batch_03,task_023,DB,0,false,false,1,2,1,2,0.5,2,0,0,26,0,54.495
batch_03,task_023,DB,0,false,false,1,2,1,2,0.5,3,0,0,26,0,52.0965
batch_03,task_023,DB,1,true,true,2,2,2,2,1,2,0,0,26,0,51.0799
batch_03,task_024,DB,1,true,true,1,1,1,1,1,1,0,0,12,0,31.5415
batch_03,task_024,DB,1,true,true,1,1,1,1,1,5,0,0,20,0,39.5353
batch_03,task_024,DB,1,true,true,1,1,1,1,1,6,0,0,22,0,49.3544
batch_03,task_029,DB,0,false,false,1,8,1,7,0.125,5,0,1,32,0,58.9268
batch_03,task_029,DB,0,false,false,1,8,1,7,0.125,5,10,0,66,0,92.3228
batch_03,task_029,DB,0,false,false,1,8,1,7,0.125,7,12,1,86,0,118.7617
batch_03,task_032,ACTION,0,false,,1,5,0,3,0.2,2,0,1,18,0,38.9797
batch_03,task_032,ACTION,1,true,,5,5,3,3,1,2,2,1,22,0,43.3546
batch_03,task_032,ACTION,1,true,,5,5,3,3,1,2,4,1,26,0,48.395
batch_03,task_037,DB,0,false,false,3,8,1,5,0.375,4,8,0,54,0,125.941
batch_03,task_037,DB,0,false,false,1,8,1,5,0.125,1,0,1,24,0,45.6604
batch_03,task_037,DB,1,true,true,3,8,1,5,0.375,3,6,0,48,0,89.087
batch_03,task_046,DB,0,false,false,1,3,1,2,0.3333,4,8,0,44,0,74.4995
batch_03,task_046,DB,0,false,false,1,3,1,2,0.3333,3,10,0,46,0,88.2967
batch_03,task_046,DB,0,false,false,1,3,1,2,0.3333,4,8,0,40,0,60.5735
batch_03,task_055,DB,1,true,true,3,8,1,5,0.375,9,8,0,68,0,126.1228
batch_03,task_055,DB,0,false,false,2,8,1,5,0.25,6,5,0,56,0,105.6813
batch_03,task_055,DB,0,false,false,3,8,1,5,0.375,7,8,0,66,0,119.5567
batch_03,task_056,DB,0,false,false,2,8,1,5,0.25,12,2,0,56,0,138.251
batch_03,task_056,DB,1,true,true,4,8,1,5,0.5,18,7,0,78,0,127.4994
batch_03,task_056,DB,0,false,false,4,8,1,5,0.5,22,8,0,92,0,159.1757
batch_03,task_057,DB,1,true,true,3,7,1,4,0.4286,9,8,0,76,0,159.15
batch_03,task_057,DB,1,true,true,3,7,1,4,0.4286,6,6,0,46,0,89.2623
batch_03,task_057,DB,0,false,false,2,7,1,4,0.2857,15,6,0,90,0,196.5551
batch_03,task_058,DB,0,false,false,3,4,2,3,0.75,21,4,0,74,0,122.6402
batch_03,task_058,DB,0,false,false,2,4,1,3,0.5,19,4,0,66,0,142.4521
batch_03,task_058,DB,0,false,false,3,4,2,3,0.75,19,4,0,76,0,171.2751
batch_03,task_060,DB,0,false,false,3,7,1,4,0.4286,5,6,0,34,0,51.8345
batch_03,task_060,DB,0,false,false,4,7,1,4,0.5714,6,8,0,48,0,104.563
batch_03,task_060,DB,0,false,false,3,7,1,4,0.4286,2,6,0,28,0,53.9459
batch_03,task_061,DB,0,false,false,3,9,1,5,0.3333,4,6,1,38,0,69.7529
batch_03,task_061,DB,0,false,false,4,9,1,5,0.4444,6,10,0,50,0,96.2131
batch_03,task_061,DB,0,false,false,3,9,1,5,0.3333,4,10,0,52,0,112.4998
batch_03,task_063,DB,0,false,false,3,4,2,3,0.75,18,6,0,116,0,236.9186
batch_03,task_063,DB,0,false,false,3,4,2,3,0.75,17,6,0,78,0,162.8442
batch_03,task_063,DB,1,true,true,3,4,2,3,0.75,16,5,0,66,0,127.7274
batch_03,task_065,DB,0,false,false,3,6,1,4,0.5,8,10,0,74,0,135.5218
batch_03,task_065,DB,0,false,false,3,6,1,4,0.5,12,10,0,60,0,90.9985
batch_03,task_065,DB,0,false,false,3,6,1,4,0.5,12,9,0,102,0,173.9268
batch_03,task_076,DB,1,true,true,2,3,1,2,0.6667,6,4,0,32,0,50.394
batch_03,task_076,DB,1,true,true,2,3,1,2,0.6667,3,4,0,32,0,60.0961
batch_03,task_076,DB,1,true,true,2,3,1,2,0.6667,3,2,0,26,0,45.5395
batch_03,task_094,DB,0,false,false,5,9,1,5,0.5556,4,8,0,36,0,58.0482
batch_03,task_094,DB,0,false,false,5,9,1,5,0.5556,7,8,0,46,0,78.3725
batch_03,task_094,DB,0,false,false,5,9,1,5,0.5556,7,6,1,46,0,66.2428
batch_04,task_001,DB,1,true,true,1,1,1,1,1,4,0,0,14,0,36.8026
batch_04,task_001,DB,0,false,false,0,0,0,0,,0,0,0,0,0,0
batch_04,task_001,DB,1,true,true,1,1,1,1,1,5,0,0,18,0,27.7326
batch_04,task_002,DB,0,false,false,0,1,0,1,0,9,0,0,28,0,50.6847
batch_04,task_002,DB,1,true,true,1,1,1,1,1,7,0,0,20,0,27.5195
batch_04,task_002,DB,1,true,true,1,1,1,1,1,7,0,0,20,0,30.2092
batch_04,task_003,DB,0,false,false,0,1,0,1,0,4,0,0,14,0,25.9539
batch_04,task_003,DB,0,false,false,0,1,0,1,0,2,0,0,10,0,25.1337
batch_04,task_003,DB,0,false,false,0,1,0,1,0,3,0,0,12,0,26.7082
batch_04,task_004,ACTION,1,true,,1,1,0,0,1,1,0,1,18,0,36.2535
batch_04,task_004,ACTION,1,true,,1,1,0,0,1,1,0,1,16,0,37.7749
batch_04,task_004,ACTION,1,true,,1,1,0,0,1,2,0,1,18,0,37.7513
batch_04,task_005,DB,0,false,false,1,3,0,2,0.3333,1,0,2,24,0,46.8529
batch_04,task_005,DB,0,false,false,2,3,1,2,0.6667,2,0,1,30,0,60.431
batch_04,task_005,DB,1,true,true,3,3,2,2,1,2,0,1,30,0,53.6288
batch_04,task_006,DB,0,false,false,0,1,0,1,0,5,0,0,14,0,33.2157
batch_04,task_006,DB,1,true,true,1,1,1,1,1,7,0,0,22,0,37.6014
batch_04,task_006,DB,0,false,false,0,1,0,1,0,7,0,0,18,0,27.3626
batch_04,task_008,ACTION,1,true,,1,1,0,0,1,9,0,1,40,0,90.933
batch_04,task_008,ACTION,1,true,,1,1,0,0,1,7,0,2,30,0,67.4482
batch_04,task_008,ACTION,1,true,,1,1,0,0,1,6,0,1,24,0,53.5162
batch_04,task_010,DB,0,false,false,1,2,1,2,0.5,7,0,1,34,0,55.4079
batch_04,task_010,DB,1,true,true,2,2,2,2,1,3,0,0,30,0,58.5243
batch_04,task_010,DB,0,false,false,1,2,1,2,0.5,6,0,1,30,0,51.7975
batch_04,task_014,ACTION,1,true,,1,1,0,0,1,5,0,1,32,0,60.4614
batch_04,task_014,ACTION,0,false,,0,1,0,0,0,4,0,0,18,0,36.6592
batch_04,task_014,ACTION,0,false,,0,1,0,0,0,3,0,0,24,0,45.9813
batch_04,task_015,DB,1,true,true,0,2,0,1,0,6,1,0,36,0,69.4731
batch_04,task_015,DB,0,false,false,0,2,0,1,0,3,1,0,18,0,32.4763
batch_04,task_015,DB,0,false,false,0,2,0,1,0,3,1,0,16,0,35.8467
batch_04,task_023,DB,0,false,false,1,2,1,2,0.5,4,0,0,30,0,56.0917
batch_04,task_023,DB,0,false,false,1,2,1,2,0.5,3,0,0,26,0,54.0675
batch_04,task_023,DB,1,true,true,2,2,2,2,1,4,0,0,30,0,64.809
batch_04,task_024,DB,1,true,true,1,1,1,1,1,6,0,0,24,0,52.8476
batch_04,task_024,DB,1,true,true,1,1,1,1,1,4,0,0,18,0,44.6867
batch_04,task_024,DB,1,true,true,1,1,1,1,1,4,0,0,18,0,50.3647
batch_04,task_029,DB,0,false,false,1,8,1,7,0.125,7,20,0,104,0,169.3628
batch_04,task_029,DB,0,false,false,1,8,1,7,0.125,7,21,0,110,0,149.8288
batch_04,task_029,DB,0,false,false,1,8,1,7,0.125,6,4,1,56,0,101.0051
batch_04,task_032,ACTION,1,true,,5,5,3,3,1,2,3,1,24,0,42.5696
batch_04,task_032,ACTION,1,true,,5,5,3,3,1,2,2,1,22,0,50.6981
batch_04,task_032,ACTION,0,false,,1,5,0,3,0.2,1,0,1,16,0,37.6044
batch_04,task_037,DB,1,true,true,3,8,1,5,0.375,4,8,0,56,0,104.1563
batch_04,task_037,DB,1,true,true,3,8,1,5,0.375,5,8,0,54,0,106.0383
batch_04,task_037,DB,0,false,false,2,8,1,5,0.25,3,2,0,38,0,96.4019
batch_04,task_046,DB,0,false,false,1,3,1,2,0.3333,3,4,0,42,0,75.7702
batch_04,task_046,DB,0,false,false,1,3,1,2,0.3333,3,8,0,42,0,68.9212
batch_04,task_046,DB,0,false,false,1,3,1,2,0.3333,4,10,0,46,0,70.4601
batch_04,task_055,DB,0,false,false,2,8,1,5,0.25,12,8,1,78,0,152.0353
batch_04,task_055,DB,0,false,false,2,8,1,5,0.25,14,4,0,66,0,120.3813
batch_04,task_055,DB,0,false,false,2,8,1,5,0.25,20,8,1,96,0,153.9824
batch_04,task_056,DB,0,false,false,2,8,1,5,0.25,20,3,0,78,0,137.6142
batch_04,task_056,DB,0,false,false,4,8,1,5,0.5,14,7,0,70,0,124.7387
batch_04,task_056,DB,0,false,false,0,8,0,5,0,7,0,0,20,0,41.1138
batch_04,task_057,DB,1,true,true,3,7,1,4,0.4286,10,9,0,76,0,145.2768
batch_04,task_057,DB,0,false,false,2,7,1,4,0.2857,12,5,0,66,0,123.5855
batch_04,task_057,DB,1,true,true,3,7,1,4,0.4286,13,11,0,92,0,175.199
batch_04,task_058,DB,0,false,false,1,4,1,3,0.25,21,0,0,66,0,123.5842
batch_04,task_058,DB,0,false,false,3,4,2,3,0.75,19,2,0,60,0,92.9014
batch_04,task_058,DB,1,true,true,3,4,2,3,0.75,19,2,0,64,0,110.4731
batch_04,task_060,DB,0,false,false,3,7,1,4,0.4286,4,4,0,30,0,48.1035
batch_04,task_060,DB,0,false,false,3,7,1,4,0.4286,7,7,0,46,0,81.2538
batch_04,task_060,DB,0,false,false,3,7,1,4,0.4286,11,6,0,52,0,108.4216
batch_04,task_061,DB,1,true,true,4,9,1,5,0.4444,7,11,0,66,0,121.8751
batch_04,task_061,DB,0,false,false,3,9,1,5,0.3333,10,5,1,56,0,97.2719
batch_04,task_061,DB,0,false,false,4,9,1,5,0.4444,14,8,1,62,0,101.2439
batch_04,task_063,DB,0,false,false,3,4,2,3,0.75,30,7,0,100,0,147.5476
batch_04,task_063,DB,0,false,false,1,4,1,3,0.25,21,0,0,54,0,76.6913
batch_04,task_063,DB,0,false,false,3,4,2,3,0.75,29,6,1,98,0,167.725
batch_04,task_065,DB,0,false,false,3,6,1,4,0.5,9,9,0,56,0,80.1518
batch_04,task_065,DB,0,false,false,3,6,1,4,0.5,20,11,0,168,0,282.6124
batch_04,task_065,DB,0,false,false,3,6,1,4,0.5,7,9,0,46,0,83.8424
batch_04,task_076,DB,1,true,true,2,3,1,2,0.6667,5,4,0,34,0,60.2148
batch_04,task_076,DB,1,true,true,2,3,1,2,0.6667,7,4,0,38,0,58.958
batch_04,task_076,DB,1,true,true,2,3,1,2,0.6667,3,2,0,22,0,37.8955
batch_04,task_094,DB,0,false,false,5,9,1,5,0.5556,5,8,0,42,0,63.2438
batch_04,task_094,DB,0,false,false,3,9,1,5,0.3333,7,4,1,40,0,65.5335
